 0.62575465139032D-08  213  0.20000D-06  0.25346D-13
 0.12428393017738D+04     0.31231103372550D+03      4
0.12424462318409D+04     -.17916230580399D+03      2
0.12418275922662D+04     -.17980926280837D+03      2
0.12408122659052D+04     -.18087084265621D+03      2
0.12394206143408D+04     -.18232544388618D+03      2
0.12376789810156D+04     -.18414512973781D+03      2
0.12356178905175D+04     -.18629754504525D+03      2
0.12332700947835D+04     -.18874799202754D+03      2
0.12306686521654D+04     -.19146146601563D+03      2
0.12278451997468D+04     -.19440448048080D+03      2
0.12248285371246D+04     -.19754655669240D+03      2
0.12216435902748D+04     -.20086130687942D+03      2
0.12169555107175D+04     -.20573559320795D+03      3
0.12087566465375D+04     -.21424626181496D+03      3
0.12003136525229D+04     -.22299202790449D+03      3
0.11916639474420D+04     -.23193276631618D+03      3
0.11828281730774D+04     -.24104595073319D+03      3
0.11738155034576D+04     -.25032101728027D+03      3
0.11646280770861D+04     -.25975469230742D+03      3
0.11552642836532D+04     -.26934754952710D+03      3
0.11457209786115D+04     -.27910170560218D+03      3
0.11359948542737D+04     -.28901940525651D+03      3
0.11260832215690D+04     -.29910222461764D+03      3
0.11159844157452D+04     -.30935066724993D+03      3
0.11056979787970D+04     -.31976399229080D+03      3
0.10952247165399D+04     -.33034017221487D+03      3
0.10845666879407D+04     -.34107592010580D+03      3
0.10737271584383D+04     -.35196675336171D+03      3
0.10627105339562D+04     -.36300707640525D+03      3
0.10515222842417D+04     -.37419027333827D+03      3
0.10401688601035D+04     -.38550880569820D+03      3
0.10201492897372D+04     0.85667700842331D+02      4
0.94244974051480D+03     0.93405348654146D+01      4
0.93392301755111D+03     -.49001718104740D+03      1
0.92938904758329D+03     -.49442183386334D+03      1
0.92483709874399D+03     -.49883952585917D+03      1
0.92026885785972D+03     -.50326858326426D+03      1
0.91568600359449D+03     -.50770734682551D+03      1
0.91109020211385D+03     -.51215417596753D+03      1
0.90648310307273D+03     -.51660745260822D+03      1
0.90186633592431D+03     -.52106558463487D+03      1
0.89724150654574D+03     -.52552700904765D+03      1
0.89261019417423D+03     -.52999019477894D+03      1
0.88797394864589D+03     -.53445364519882D+03      1
0.88333428792802D+03     -.53891590031787D+03      1
0.87869269593477D+03     -.54337553869974D+03      1
0.87405062061479D+03     -.54783117909687D+03      1
0.86940947229890D+03     -.55228148182303D+03      1
0.86477062229511D+03     -.55672514987723D+03      1
0.86013540171802D+03     -.56116092983375D+03      1
0.85550510053909D+03     -.56558761251295D+03      1
0.85088096684434D+03     -.57000403344802D+03      1
0.84626420628585D+03     -.57440907316228D+03      1
0.84165598171348D+03     -.57880165727175D+03      1
0.83705741297357D+03     -.58318075642733D+03      1
0.83246957686139D+03     -.58754538611037D+03      1
0.82789350721457D+03     -.59189460629537D+03      1
0.82333019513522D+03     -.59622752099259D+03      1
0.81878058932857D+03     -.60054327768319D+03      1
0.81424559654682D+03     -.60484106665862D+03      1
0.80972608212711D+03     -.60912012027569D+03      1
0.80522287061321D+03     -.61337971213776D+03      1
0.80073674645113D+03     -.61761915621225D+03      1
0.79626845474912D+03     -.62183780589370D+03      1
0.79181870209362D+03     -.62603505302113D+03      1
0.78738815741264D+03     -.63021032685787D+03      1
0.78297745287932D+03     -.63436309304122D+03      1
0.77858718484823D+03     -.63849285250901D+03      1
0.77421791481830D+03     -.64259914040914D+03      1
0.76987017041595D+03     -.64668152499809D+03      1
0.76554444639335D+03     -.65073960653341D+03      1
0.76124120563647D+03     -.65477301616513D+03      1
0.75696088017854D+03     -.65878141483006D+03      1
0.75270387221481D+03     -.66276449215303D+03      1
0.74847055511484D+03     -.66672196535822D+03      1
0.74426127442911D+03     -.67065357819372D+03      1
0.74007634888691D+03     -.67455909987172D+03      1
0.73591607138302D+03     -.67843832402677D+03      1
0.73178070995085D+03     -.68229106769386D+03      1
0.72767050872008D+03     -.68611717030813D+03      1
0.72358568885704D+03     -.68991649272748D+03      1
0.71952644948651D+03     -.69368891627913D+03      1
0.71549296859356D+03     -.69743434183126D+03      1
0.71148540390454D+03     -.70115268889018D+03      1
0.70750389374632D+03     -.70484389472367D+03      1
0.70354855788320D+03     -.70850791351092D+03      1
0.69961949833100D+03     -.71214471551898D+03      1
