 1.30843403116271e-08  213  1.00000e-07  6.35641e-15
 1.25826993012217e+03     3.28482861722605e+02      4
 1.25622585700416e+03     3.26336914775712e+02      4
 1.24985505105968e+03     3.19655835385404e+02      4
 1.24179082009429e+03     3.11214509183278e+02      4
 1.23333932221204e+03     3.02386465366425e+02      4
 1.22481342891753e+03     2.93499937186804e+02      4
 1.21625901098871e+03     2.84602959255042e+02      4
 1.20767741662539e+03     2.75696996832872e+02      4
 1.19906485494284e+03     2.66778186536293e+02      4
 1.19041738563931e+03     2.57842544118200e+02      4
 1.18173143284104e+03     2.48886495161454e+02      4
 1.17300384280456e+03     2.39906930140648e+02      4
 1.16423189538725e+03     2.30901211355293e+02      4
 1.15541330347185e+03     2.21867167426967e+02      4
 1.14654620340661e+03     2.12803078663968e+02      4
 1.13762913757968e+03     2.03707654563909e+02      4
 1.12866103030669e+03     1.94580004768156e+02      4
 1.11964115833225e+03     1.85419604886156e+02      4
 1.11056911730975e+03     1.76226258650545e+02      4
 1.10144478562628e+03     1.67000057843503e+02      4
 1.09226828688609e+03     1.57741341357842e+02      4
 1.08303995226584e+03     1.48450654632550e+02      4
 1.07376028381607e+03     1.39128710542680e+02      4
 1.06442991961893e+03     1.29776352639435e+02      4
 1.05504960153065e+03     1.20394521439232e+02      4
 1.04562014605070e+03     1.10984224261419e+02      4
 1.03614241867629e+03     1.01546508922390e+02      4
 1.02661731192903e+03     9.20824414168981e+01      4
 1.01704572708631e+03     8.25930875613221e+01      4
 1.00742855951783e+03     7.30794984423919e+01      4
 9.97766687419799e+02     6.35426994105695e+01      4
 9.88060963657339e+02     5.39836822802610e+01      4
 9.78312210368609e+02     4.44034003483155e+01      4
 9.68521215950415e+02     3.48027658156418e+01      4
 9.58688734032519e+02     2.51826491912389e+01      4
 9.48815484052908e+02     1.55438802699814e+01      4
 9.38902153065723e+02     5.88725030135662e+00      4
 9.28949398443815e+02     -3.78648499771165e+00      4
 9.18957851175558e+02     -1.34766018903260e+01      4
 9.08928119497577e+02     -2.31824047858494e+01      4
 8.98860792648621e+02     -3.29032223368055e+01      4
 8.88756444572864e+02     -4.26384036332364e+01      4
 8.78615637441482e+02     -5.23873146193455e+01      4
 8.68438924898364e+02     -6.21493348195945e+01      4
 8.58226854968336e+02     -7.19238544287614e+01      4
 8.47979972593847e+02     -8.17102717931216e+01      4
 8.37698821788735e+02     -9.15079912878603e+01      4
 8.27383947415410e+02     -1.01316421578806e+02      4
 8.17035896605124e+02     -1.11134974244151e+02      4
 8.06655219850212e+02     -1.20963062723436e+02      4
 7.96242471803093e+02     -1.30800101556116e+02      4
 7.85798211819682e+02     -1.40645505869863e+02      4
 7.75323004285640e+02     -1.50498691078805e+02      4
 7.64817418762725e+02     -1.60359072753554e+02      4
 7.54282029990234e+02     -1.70226066627755e+02      4
 7.43717417773316e+02     -1.80099088709396e+02      4
 7.33124166786311e+02     -1.89977555469093e+02      4
 7.22502866315383e+02     -1.99860884081632e+02      4
 7.11854109960894e+02     -2.09748492700996e+02      4
 7.01178495316291e+02     -2.19639800752853e+02      4
 6.90476623636898e+02     -2.29534229231868e+02      4
 6.79749099509001e+02     -2.39431200994215e+02      4
 6.68996530526929e+02     -2.49330141038245e+02      4
 6.58219526983643e+02     -2.59230476768472e+02      4
 6.47418701578423e+02     -2.69131638239806e+02      4
 6.36594669143777e+02     -2.79033058380431e+02      4
 6.25748046392458e+02     -2.88934173192810e+02      4
 6.14879451684614e+02     -2.98834421933164e+02      4
 6.03989504814361e+02     -3.08733247270363e+02      4
 5.93078826814673e+02     -3.18630095425580e+02      4
 5.82148039779130e+02     -3.28524416294312e+02      4
 5.71197766698905e+02     -3.38415663552491e+02      4
 5.60228631313342e+02     -3.48303294748434e+02      4
 5.49241257972433e+02     -3.58186771382373e+02      4
 5.38236271509610e+02     -3.68065558975167e+02      4
 5.27214297123377e+02     -3.77939127127712e+02      4
 5.16175960266399e+02     -3.87806949572416e+02      4
 5.05121886540847e+02     -3.97668504217951e+02      4
 4.94052701598922e+02     -4.07523273188353e+02      4
 4.82969031047623e+02     -4.17370742857395e+02      4
 4.71871500356950e+02     -4.27210403879034e+02      4
 4.60760734770859e+02     -4.37041751214609e+02      4
 4.49637359220384e+02     -4.46864284157374e+02      4
 4.48942211263986e+02     -9.38539700276879e+02      1
 4.48583187053380e+02     -9.38856366180521e+02      1
 4.48224045166294e+02     -9.39173115186588e+02      1
 4.47864787178062e+02     -9.39489945889547e+02      1
 4.47505414661885e+02     -9.39806856886112e+02      1
 4.47145929188808e+02     -9.40123846775260e+02      1
 4.46786332327697e+02     -9.40440914158252e+02      1
 4.46426625645217e+02     -9.40758057638651e+02      1
 4.46066810705811e+02     -9.41075275822339e+02      1
 4.45706889071681e+02     -9.41392567317538e+02      1
 4.45346862302762e+02     -9.41709930734826e+02      1
 4.44986731956703e+02     -9.42027364687158e+02      1
 4.44626499588847e+02     -9.42344867789880e+02      1
 4.44266166752209e+02     -9.42662438660750e+02      1
 4.43905734997455e+02     -9.42980075919955e+02      1
 4.43545205872881e+02     -9.43297778190128e+02      1
 4.43184580924394e+02     -9.43615544096366e+02      1
 4.42823861695489e+02     -9.43933372266247e+02      1
 4.42463049727232e+02     -9.44251261329849e+02      1
 4.42102146558237e+02     -9.44569209919763e+02      1
 4.41741153724647e+02     -9.44887216671115e+02      1
 4.41380072760114e+02     -9.45205280221580e+02      1
 4.41018905195781e+02     -9.45523399211399e+02      1
 4.40657652560260e+02     -9.45841572283396e+02      1
 4.40296316379610e+02     -9.46159798082993e+02      1
 4.39934898177326e+02     -9.46478075258230e+02      1
 4.39573399474311e+02     -9.46796402459778e+02      1
 4.39211821788864e+02     -9.47114778340956e+02      1
 4.38850166636652e+02     -9.47433201557745e+02      1
 4.38488435530703e+02     -9.47751670768810e+02      1
 4.38126629981377e+02     -9.48070184635507e+02      1
 4.37764751496354e+02     -9.48388741821906e+02      1
 4.37402801580610e+02     -9.48707340994804e+02      1
 4.37040781736405e+02     -9.49025980823736e+02      1
 4.36678693463261e+02     -9.49344659980998e+02      1
 4.36316538257943e+02     -9.49663377141656e+02      1
 4.35954317614444e+02     -9.49982130983564e+02      1
 4.35592033023967e+02     -9.50300920187377e+02      1
 4.35229685974904e+02     -9.50619743436568e+02      1
 4.34867277952824e+02     -9.50938599417438e+02      1
 4.34504810440450e+02     -9.51257486819136e+02      1
 4.34142284917646e+02     -9.51576404333669e+02      1
