    TIME (SEC)       VELOCITY
   7.80259e-09   -5.61805e+02
   7.81260e-09   -5.69290e+02
   7.82260e-09   -5.75310e+02
   7.83261e-09   -5.80350e+02
   7.84261e-09   -5.84691e+02
   7.85261e-09   -5.88512e+02
   7.86262e-09   -5.91931e+02
   7.87262e-09   -5.95031e+02
   7.88262e-09   -5.97870e+02
   7.89262e-09   -6.00495e+02
   7.90262e-09   -6.02937e+02
   7.91263e-09   -6.05223e+02
   7.92263e-09   -6.07375e+02
   7.93263e-09   -6.09409e+02
   7.94263e-09   -6.11339e+02
   7.95264e-09   -3.98593e+02
   7.96264e-09   -4.97497e+02
   7.97265e-09   -5.26250e+02
   7.98265e-09   -5.41900e+02
   7.99266e-09   -5.52391e+02
   8.00266e-09   -5.60187e+02
   8.01266e-09   -5.66384e+02
   8.02267e-09   -5.71537e+02
   8.03267e-09   -5.75939e+02
   8.04267e-09   -5.79796e+02
   8.05267e-09   -1.31412e+02
